Result,ST1_x,ST2_x,CM1_x,CM2_x,LM_x,RM_x,CB1_x,CB2_x,LB_x,RB_x,GK_x,ST1_y,ST2_y,CM1_y,CM2_y,LM_y,RM_y,CB1_y,CB2_y,LB_y,RB_y,GK_y
w_away,78,76,77,77,76,78,76,76,75,74,78,79,72,78,76,77,70,77,76,76,76,76
w_away,77,74,77,75,77,75,77,76,74,76,75,79,72,78,76,77,70,77,76,76,76,76
w_away,80,80,79,78,80,79,79,76,77,76,82,79,72,78,76,77,70,77,76,76,76,76
w_home,79,78,78,81,78,80,77,76,75,78,77,79,72,78,76,77,70,77,76,76,76,76
draw,74,74,75,75,75,74,77,73,79,74,77,79,72,78,76,77,70,77,76,76,76,76
w_home,94,88,90,89,86,84,90,85,87,84,85,79,72,78,76,77,70,77,76,76,76,76
w_away,82,76,82,82,80,78,82,79,79,80,84,79,72,78,76,77,70,77,76,76,76,76
draw,88,85,85,84,83,64,88,83,86,82,89,79,72,78,76,77,70,77,76,76,76,76
w_home,74,74,75,75,78,79,76,75,76,75,76,84,81,81,79,80,79,82,78,78,80,82
w_home,82,81,84,81,80,78,83,81,80,78,81,84,81,81,79,80,79,82,78,78,80,82
w_home,78,84,81,80,77,77,80,77,78,80,78,84,81,81,79,80,79,82,78,78,80,82
w_home,79,72,78,76,77,70,77,76,76,76,76,84,81,81,79,80,79,82,78,78,80,82
w_home,80,76,83,83,81,81,80,79,79,79,81,84,81,81,79,80,79,82,78,78,80,82
w_home,92,79,94,87,87,86,87,84,87,82,87,84,81,81,79,80,79,82,78,78,80,82
draw,79,78,80,78,79,77,80,77,77,76,73,84,81,81,79,80,79,82,78,78,80,82
w_away,76,76,79,76,79,76,74,74,75,74,73,84,81,81,79,80,79,82,78,78,80,82
draw,78,76,77,74,77,76,77,73,76,73,66,84,81,81,79,80,79,82,78,78,80,82
w_home,82,77,81,79,79,79,79,78,76,78,82,84,81,81,79,80,79,82,78,78,80,82
w_away,81,79,81,76,81,79,81,78,78,78,82,84,81,81,79,80,79,82,78,78,80,82
w_home,78,76,77,77,76,78,76,76,75,74,78,84,81,81,79,80,79,82,78,78,80,82
w_home,77,74,77,75,77,75,77,76,74,76,75,84,81,81,79,80,79,82,78,78,80,82
draw,80,80,79,78,80,79,79,76,77,76,82,84,81,81,79,80,79,82,78,78,80,82
w_away,79,78,78,81,78,80,77,76,75,78,77,84,81,81,79,80,79,82,78,78,80,82
draw,74,74,75,75,75,74,77,73,79,74,77,84,81,81,79,80,79,82,78,78,80,82
draw,94,88,90,89,86,84,90,85,87,84,85,84,81,81,79,80,79,82,78,78,80,82
w_away,82,76,82,82,80,78,82,79,79,80,84,84,81,81,79,80,79,82,78,78,80,82
w_home,88,85,85,84,83,64,88,83,86,82,89,84,81,81,79,80,79,82,78,78,80,82
w_home,74,74,75,75,78,79,76,75,76,75,76,82,76,82,82,80,78,82,79,79,80,84
w_away,82,81,84,81,80,78,83,81,80,78,81,82,76,82,82,80,78,82,79,79,80,84
w_away,78,84,81,80,77,77,80,77,78,80,78,82,76,82,82,80,78,82,79,79,80,84
w_away,79,72,78,76,77,70,77,76,76,76,76,82,76,82,82,80,78,82,79,79,80,84
draw,80,76,83,83,81,81,80,79,79,79,81,82,76,82,82,80,78,82,79,79,80,84
draw,84,81,81,79,80,79,82,78,78,80,82,82,76,82,82,80,78,82,79,79,80,84
w_home,92,79,94,87,87,86,87,84,87,82,87,82,76,82,82,80,78,82,79,79,80,84
w_away,79,78,80,78,79,77,80,77,77,76,73,82,76,82,82,80,78,82,79,79,80,84
w_home,76,76,79,76,79,76,74,74,75,74,73,82,76,82,82,80,78,82,79,79,80,84
w_home,78,76,77,74,77,76,77,73,76,73,66,82,76,82,82,80,78,82,79,79,80,84
w_home,82,77,81,79,79,79,79,78,76,78,82,82,76,82,82,80,78,82,79,79,80,84
w_home,81,79,81,76,81,79,81,78,78,78,82,82,76,82,82,80,78,82,79,79,80,84
w_away,78,76,77,77,76,78,76,76,75,74,78,82,76,82,82,80,78,82,79,79,80,84
w_away,77,74,77,75,77,75,77,76,74,76,75,82,76,82,82,80,78,82,79,79,80,84
draw,80,80,79,78,80,79,79,76,77,76,82,82,76,82,82,80,78,82,79,79,80,84
w_home,79,78,78,81,78,80,77,76,75,78,77,82,76,82,82,80,78,82,79,79,80,84
w_home,74,74,75,75,75,74,77,73,79,74,77,82,76,82,82,80,78,82,79,79,80,84
w_away,94,88,90,89,86,84,90,85,87,84,85,82,76,82,82,80,78,82,79,79,80,84
draw,88,85,85,84,83,64,88,83,86,82,89,82,76,82,82,80,78,82,79,79,80,84
w_home,74,74,75,75,78,79,76,75,76,75,76,82,77,81,79,79,79,79,78,76,78,82
w_home,82,81,84,81,80,78,83,81,80,78,81,82,77,81,79,79,79,79,78,76,78,82
w_away,78,84,81,80,77,77,80,77,78,80,78,82,77,81,79,79,79,79,78,76,78,82
draw,79,72,78,76,77,70,77,76,76,76,76,82,77,81,79,79,79,79,78,76,78,82
w_home,80,76,83,83,81,81,80,79,79,79,81,82,77,81,79,79,79,79,78,76,78,82
draw,84,81,81,79,80,79,82,78,78,80,82,82,77,81,79,79,79,79,78,76,78,82
w_home,92,79,94,87,87,86,87,84,87,82,87,82,77,81,79,79,79,79,78,76,78,82
w_away,79,78,80,78,79,77,80,77,77,76,73,82,77,81,79,79,79,79,78,76,78,82
w_home,76,76,79,76,79,76,74,74,75,74,73,82,77,81,79,79,79,79,78,76,78,82
w_home,78,76,77,74,77,76,77,73,76,73,66,82,77,81,79,79,79,79,78,76,78,82
draw,81,79,81,76,81,79,81,78,78,78,82,82,77,81,79,79,79,79,78,76,78,82
w_away,78,76,77,77,76,78,76,76,75,74,78,82,77,81,79,79,79,79,78,76,78,82
w_away,77,74,77,75,77,75,77,76,74,76,75,82,77,81,79,79,79,79,78,76,78,82
w_home,80,80,79,78,80,79,79,76,77,76,82,82,77,81,79,79,79,79,78,76,78,82
draw,79,78,78,81,78,80,77,76,75,78,77,82,77,81,79,79,79,79,78,76,78,82
w_home,74,74,75,75,75,74,77,73,79,74,77,82,77,81,79,79,79,79,78,76,78,82
w_home,94,88,90,89,86,84,90,85,87,84,85,82,77,81,79,79,79,79,78,76,78,82
w_home,82,76,82,82,80,78,82,79,79,80,84,82,77,81,79,79,79,79,78,76,78,82
w_home,88,85,85,84,83,64,88,83,86,82,89,82,77,81,79,79,79,79,78,76,78,82
w_home,74,74,75,75,78,79,76,75,76,75,76,80,80,79,78,80,79,79,76,77,76,82
w_home,82,81,84,81,80,78,83,81,80,78,81,80,80,79,78,80,79,79,76,77,76,82
draw,78,84,81,80,77,77,80,77,78,80,78,80,80,79,78,80,79,79,76,77,76,82
w_away,79,72,78,76,77,70,77,76,76,76,76,80,80,79,78,80,79,79,76,77,76,82
draw,80,76,83,83,81,81,80,79,79,79,81,80,80,79,78,80,79,79,76,77,76,82
w_away,84,81,81,79,80,79,82,78,78,80,82,80,80,79,78,80,79,79,76,77,76,82
w_home,92,79,94,87,87,86,87,84,87,82,87,80,80,79,78,80,79,79,76,77,76,82
draw,79,78,80,78,79,77,80,77,77,76,73,80,80,79,78,80,79,79,76,77,76,82
draw,76,76,79,76,79,76,74,74,75,74,73,80,80,79,78,80,79,79,76,77,76,82
w_away,78,76,77,74,77,76,77,73,76,73,66,80,80,79,78,80,79,79,76,77,76,82
draw,82,77,81,79,79,79,79,78,76,78,82,80,80,79,78,80,79,79,76,77,76,82
w_home,81,79,81,76,81,79,81,78,78,78,82,80,80,79,78,80,79,79,76,77,76,82
w_home,78,76,77,77,76,78,76,76,75,74,78,80,80,79,78,80,79,79,76,77,76,82
draw,77,74,77,75,77,75,77,76,74,76,75,80,80,79,78,80,79,79,76,77,76,82
w_home,79,78,78,81,78,80,77,76,75,78,77,80,80,79,78,80,79,79,76,77,76,82
w_home,74,74,75,75,75,74,77,73,79,74,77,80,80,79,78,80,79,79,76,77,76,82
w_home,94,88,90,89,86,84,90,85,87,84,85,80,80,79,78,80,79,79,76,77,76,82
draw,82,76,82,82,80,78,82,79,79,80,84,80,80,79,78,80,79,79,76,77,76,82
w_away,88,85,85,84,83,64,88,83,86,82,89,80,80,79,78,80,79,79,76,77,76,82
w_away,74,74,75,75,78,79,76,75,76,75,76,79,78,78,81,78,80,77,76,75,78,77
draw,82,81,84,81,80,78,83,81,80,78,81,79,78,78,81,78,80,77,76,75,78,77
w_home,78,84,81,80,77,77,80,77,78,80,78,79,78,78,81,78,80,77,76,75,78,77
w_away,79,72,78,76,77,70,77,76,76,76,76,79,78,78,81,78,80,77,76,75,78,77
w_home,80,76,83,83,81,81,80,79,79,79,81,79,78,78,81,78,80,77,76,75,78,77
draw,84,81,81,79,80,79,82,78,78,80,82,79,78,78,81,78,80,77,76,75,78,77
w_home,92,79,94,87,87,86,87,84,87,82,87,79,78,78,81,78,80,77,76,75,78,77
draw,79,78,80,78,79,77,80,77,77,76,73,79,78,78,81,78,80,77,76,75,78,77
w_home,76,76,79,76,79,76,74,74,75,74,73,79,78,78,81,78,80,77,76,75,78,77
w_away,78,76,77,74,77,76,77,73,76,73,66,79,78,78,81,78,80,77,76,75,78,77
w_home,82,77,81,79,79,79,79,78,76,78,82,79,78,78,81,78,80,77,76,75,78,77
w_home,81,79,81,76,81,79,81,78,78,78,82,79,78,78,81,78,80,77,76,75,78,77
w_away,78,76,77,77,76,78,76,76,75,74,78,79,78,78,81,78,80,77,76,75,78,77
w_away,77,74,77,75,77,75,77,76,74,76,75,79,78,78,81,78,80,77,76,75,78,77
w_away,80,80,79,78,80,79,79,76,77,76,82,79,78,78,81,78,80,77,76,75,78,77
draw,74,74,75,75,75,74,77,73,79,74,77,79,78,78,81,78,80,77,76,75,78,77
w_home,94,88,90,89,86,84,90,85,87,84,85,79,78,78,81,78,80,77,76,75,78,77
w_home,82,76,82,82,80,78,82,79,79,80,84,79,78,78,81,78,80,77,76,75,78,77
draw,88,85,85,84,83,64,88,83,86,82,89,79,78,78,81,78,80,77,76,75,78,77
draw,74,74,75,75,78,79,76,75,76,75,76,77,74,77,75,77,75,77,76,74,76,75
w_home,82,81,84,81,80,78,83,81,80,78,81,77,74,77,75,77,75,77,76,74,76,75
w_home,78,84,81,80,77,77,80,77,78,80,78,77,74,77,75,77,75,77,76,74,76,75
w_home,79,72,78,76,77,70,77,76,76,76,76,77,74,77,75,77,75,77,76,74,76,75
w_home,80,76,83,83,81,81,80,79,79,79,81,77,74,77,75,77,75,77,76,74,76,75
draw,84,81,81,79,80,79,82,78,78,80,82,77,74,77,75,77,75,77,76,74,76,75
w_home,92,79,94,87,87,86,87,84,87,82,87,77,74,77,75,77,75,77,76,74,76,75
draw,79,78,80,78,79,77,80,77,77,76,73,77,74,77,75,77,75,77,76,74,76,75
w_home,76,76,79,76,79,76,74,74,75,74,73,77,74,77,75,77,75,77,76,74,76,75
w_away,78,76,77,74,77,76,77,73,76,73,66,77,74,77,75,77,75,77,76,74,76,75
draw,82,77,81,79,79,79,79,78,76,78,82,77,74,77,75,77,75,77,76,74,76,75
w_home,81,79,81,76,81,79,81,78,78,78,82,77,74,77,75,77,75,77,76,74,76,75
w_home,78,76,77,77,76,78,76,76,75,74,78,77,74,77,75,77,75,77,76,74,76,75
draw,80,80,79,78,80,79,79,76,77,76,82,77,74,77,75,77,75,77,76,74,76,75
w_home,79,78,78,81,78,80,77,76,75,78,77,77,74,77,75,77,75,77,76,74,76,75
w_home,74,74,75,75,75,74,77,73,79,74,77,77,74,77,75,77,75,77,76,74,76,75
w_home,94,88,90,89,86,84,90,85,87,84,85,77,74,77,75,77,75,77,76,74,76,75
w_home,82,76,82,82,80,78,82,79,79,80,84,77,74,77,75,77,75,77,76,74,76,75
w_home,88,85,85,84,83,64,88,83,86,82,89,77,74,77,75,77,75,77,76,74,76,75
w_home,74,74,75,75,78,79,76,75,76,75,76,78,76,77,74,77,76,77,73,76,73,66
w_home,82,81,84,81,80,78,83,81,80,78,81,78,76,77,74,77,76,77,73,76,73,66
draw,78,84,81,80,77,77,80,77,78,80,78,78,76,77,74,77,76,77,73,76,73,66
w_home,79,72,78,76,77,70,77,76,76,76,76,78,76,77,74,77,76,77,73,76,73,66
w_home,80,76,83,83,81,81,80,79,79,79,81,78,76,77,74,77,76,77,73,76,73,66
w_home,84,81,81,79,80,79,82,78,78,80,82,78,76,77,74,77,76,77,73,76,73,66
w_home,92,79,94,87,87,86,87,84,87,82,87,78,76,77,74,77,76,77,73,76,73,66
w_home,79,78,80,78,79,77,80,77,77,76,73,78,76,77,74,77,76,77,73,76,73,66
w_home,76,76,79,76,79,76,74,74,75,74,73,78,76,77,74,77,76,77,73,76,73,66
w_away,82,77,81,79,79,79,79,78,76,78,82,78,76,77,74,77,76,77,73,76,73,66
w_home,81,79,81,76,81,79,81,78,78,78,82,78,76,77,74,77,76,77,73,76,73,66
w_home,78,76,77,77,76,78,76,76,75,74,78,78,76,77,74,77,76,77,73,76,73,66
w_home,77,74,77,75,77,75,77,76,74,76,75,78,76,77,74,77,76,77,73,76,73,66
w_home,80,80,79,78,80,79,79,76,77,76,82,78,76,77,74,77,76,77,73,76,73,66
draw,79,78,78,81,78,80,77,76,75,78,77,78,76,77,74,77,76,77,73,76,73,66
w_home,74,74,75,75,75,74,77,73,79,74,77,78,76,77,74,77,76,77,73,76,73,66
w_home,94,88,90,89,86,84,90,85,87,84,85,78,76,77,74,77,76,77,73,76,73,66
w_home,82,76,82,82,80,78,82,79,79,80,84,78,76,77,74,77,76,77,73,76,73,66
w_home,88,85,85,84,83,64,88,83,86,82,89,78,76,77,74,77,76,77,73,76,73,66
w_away,74,74,75,75,78,79,76,75,76,75,76,82,81,84,81,80,78,83,81,80,78,81
draw,78,84,81,80,77,77,80,77,78,80,78,82,81,84,81,80,78,83,81,80,78,81
w_away,79,72,78,76,77,70,77,76,76,76,76,82,81,84,81,80,78,83,81,80,78,81
w_away,80,76,83,83,81,81,80,79,79,79,81,82,81,84,81,80,78,83,81,80,78,81
draw,84,81,81,79,80,79,82,78,78,80,82,82,81,84,81,80,78,83,81,80,78,81
w_home,92,79,94,87,87,86,87,84,87,82,87,82,81,84,81,80,78,83,81,80,78,81
w_away,79,78,80,78,79,77,80,77,77,76,73,82,81,84,81,80,78,83,81,80,78,81
draw,76,76,79,76,79,76,74,74,75,74,73,82,81,84,81,80,78,83,81,80,78,81
w_away,78,76,77,74,77,76,77,73,76,73,66,82,81,84,81,80,78,83,81,80,78,81
w_away,82,77,81,79,79,79,79,78,76,78,82,82,81,84,81,80,78,83,81,80,78,81
w_away,81,79,81,76,81,79,81,78,78,78,82,82,81,84,81,80,78,83,81,80,78,81
w_away,78,76,77,77,76,78,76,76,75,74,78,82,81,84,81,80,78,83,81,80,78,81
w_home,77,74,77,75,77,75,77,76,74,76,75,82,81,84,81,80,78,83,81,80,78,81
w_away,80,80,79,78,80,79,79,76,77,76,82,82,81,84,81,80,78,83,81,80,78,81
w_home,79,78,78,81,78,80,77,76,75,78,77,82,81,84,81,80,78,83,81,80,78,81
w_home,74,74,75,75,75,74,77,73,79,74,77,82,81,84,81,80,78,83,81,80,78,81
draw,94,88,90,89,86,84,90,85,87,84,85,82,81,84,81,80,78,83,81,80,78,81
w_home,82,76,82,82,80,78,82,79,79,80,84,82,81,84,81,80,78,83,81,80,78,81
w_home,88,85,85,84,83,64,88,83,86,82,89,82,81,84,81,80,78,83,81,80,78,81
w_home,74,74,75,75,78,79,76,75,76,75,76,78,84,81,80,77,77,80,77,78,80,78
w_home,82,81,84,81,80,78,83,81,80,78,81,78,84,81,80,77,77,80,77,78,80,78
w_home,79,72,78,76,77,70,77,76,76,76,76,78,84,81,80,77,77,80,77,78,80,78
w_home,80,76,83,83,81,81,80,79,79,79,81,78,84,81,80,77,77,80,77,78,80,78
draw,84,81,81,79,80,79,82,78,78,80,82,78,84,81,80,77,77,80,77,78,80,78
draw,92,79,94,87,87,86,87,84,87,82,87,78,84,81,80,77,77,80,77,78,80,78
w_away,79,78,80,78,79,77,80,77,77,76,73,78,84,81,80,77,77,80,77,78,80,78
w_away,76,76,79,76,79,76,74,74,75,74,73,78,84,81,80,77,77,80,77,78,80,78
w_home,78,76,77,74,77,76,77,73,76,73,66,78,84,81,80,77,77,80,77,78,80,78
w_away,82,77,81,79,79,79,79,78,76,78,82,78,84,81,80,77,77,80,77,78,80,78
w_home,81,79,81,76,81,79,81,78,78,78,82,78,84,81,80,77,77,80,77,78,80,78
w_home,78,76,77,77,76,78,76,76,75,74,78,78,84,81,80,77,77,80,77,78,80,78
w_away,77,74,77,75,77,75,77,76,74,76,75,78,84,81,80,77,77,80,77,78,80,78
w_home,80,80,79,78,80,79,79,76,77,76,82,78,84,81,80,77,77,80,77,78,80,78
w_away,79,78,78,81,78,80,77,76,75,78,77,78,84,81,80,77,77,80,77,78,80,78
w_home,74,74,75,75,75,74,77,73,79,74,77,78,84,81,80,77,77,80,77,78,80,78
w_home,94,88,90,89,86,84,90,85,87,84,85,78,84,81,80,77,77,80,77,78,80,78
w_home,82,76,82,82,80,78,82,79,79,80,84,78,84,81,80,77,77,80,77,78,80,78
w_home,88,85,85,84,83,64,88,83,86,82,89,78,84,81,80,77,77,80,77,78,80,78
draw,74,74,75,75,78,79,76,75,76,75,76,79,78,80,78,79,77,80,77,77,76,73
w_home,82,81,84,81,80,78,83,81,80,78,81,79,78,80,78,79,77,80,77,77,76,73
draw,78,84,81,80,77,77,80,77,78,80,78,79,78,80,78,79,77,80,77,77,76,73
w_home,79,72,78,76,77,70,77,76,76,76,76,79,78,80,78,79,77,80,77,77,76,73
w_home,80,76,83,83,81,81,80,79,79,79,81,79,78,80,78,79,77,80,77,77,76,73
w_away,84,81,81,79,80,79,82,78,78,80,82,79,78,80,78,79,77,80,77,77,76,73
w_home,92,79,94,87,87,86,87,84,87,82,87,79,78,80,78,79,77,80,77,77,76,73
draw,76,76,79,76,79,76,74,74,75,74,73,79,78,80,78,79,77,80,77,77,76,73
w_home,78,76,77,74,77,76,77,73,76,73,66,79,78,80,78,79,77,80,77,77,76,73
w_home,82,77,81,79,79,79,79,78,76,78,82,79,78,80,78,79,77,80,77,77,76,73
w_home,81,79,81,76,81,79,81,78,78,78,82,79,78,80,78,79,77,80,77,77,76,73
w_home,78,76,77,77,76,78,76,76,75,74,78,79,78,80,78,79,77,80,77,77,76,73
w_away,77,74,77,75,77,75,77,76,74,76,75,79,78,80,78,79,77,80,77,77,76,73
w_home,80,80,79,78,80,79,79,76,77,76,82,79,78,80,78,79,77,80,77,77,76,73
draw,79,78,78,81,78,80,77,76,75,78,77,79,78,80,78,79,77,80,77,77,76,73
w_home,74,74,75,75,75,74,77,73,79,74,77,79,78,80,78,79,77,80,77,77,76,73
w_home,94,88,90,89,86,84,90,85,87,84,85,79,78,80,78,79,77,80,77,77,76,73
draw,82,76,82,82,80,78,82,79,79,80,84,79,78,80,78,79,77,80,77,77,76,73
w_home,88,85,85,84,83,64,88,83,86,82,89,79,78,80,78,79,77,80,77,77,76,73
w_away,74,74,75,75,78,79,76,75,76,75,76,76,76,79,76,79,76,74,74,75,74,73
w_home,82,81,84,81,80,78,83,81,80,78,81,76,76,79,76,79,76,74,74,75,74,73
w_home,78,84,81,80,77,77,80,77,78,80,78,76,76,79,76,79,76,74,74,75,74,73
draw,79,72,78,76,77,70,77,76,76,76,76,76,76,79,76,79,76,74,74,75,74,73
draw,80,76,83,83,81,81,80,79,79,79,81,76,76,79,76,79,76,74,74,75,74,73
w_away,84,81,81,79,80,79,82,78,78,80,82,76,76,79,76,79,76,74,74,75,74,73
w_home,92,79,94,87,87,86,87,84,87,82,87,76,76,79,76,79,76,74,74,75,74,73
draw,79,78,80,78,79,77,80,77,77,76,73,76,76,79,76,79,76,74,74,75,74,73
draw,78,76,77,74,77,76,77,73,76,73,66,76,76,79,76,79,76,74,74,75,74,73
w_home,82,77,81,79,79,79,79,78,76,78,82,76,76,79,76,79,76,74,74,75,74,73
w_home,81,79,81,76,81,79,81,78,78,78,82,76,76,79,76,79,76,74,74,75,74,73
w_home,78,76,77,77,76,78,76,76,75,74,78,76,76,79,76,79,76,74,74,75,74,73
w_away,77,74,77,75,77,75,77,76,74,76,75,76,76,79,76,79,76,74,74,75,74,73
draw,80,80,79,78,80,79,79,76,77,76,82,76,76,79,76,79,76,74,74,75,74,73
draw,79,78,78,81,78,80,77,76,75,78,77,76,76,79,76,79,76,74,74,75,74,73
w_away,74,74,75,75,75,74,77,73,79,74,77,76,76,79,76,79,76,74,74,75,74,73
draw,94,88,90,89,86,84,90,85,87,84,85,76,76,79,76,79,76,74,74,75,74,73
w_home,82,76,82,82,80,78,82,79,79,80,84,76,76,79,76,79,76,74,74,75,74,73
w_home,88,85,85,84,83,64,88,83,86,82,89,76,76,79,76,79,76,74,74,75,74,73
w_home,74,74,75,75,78,79,76,75,76,75,76,81,79,81,76,81,79,81,78,78,78,82
w_home,82,81,84,81,80,78,83,81,80,78,81,81,79,81,76,81,79,81,78,78,78,82
w_home,78,84,81,80,77,77,80,77,78,80,78,81,79,81,76,81,79,81,78,78,78,82
w_away,79,72,78,76,77,70,77,76,76,76,76,81,79,81,76,81,79,81,78,78,78,82
w_away,80,76,83,83,81,81,80,79,79,79,81,81,79,81,76,81,79,81,78,78,78,82
w_home,84,81,81,79,80,79,82,78,78,80,82,81,79,81,76,81,79,81,78,78,78,82
w_home,92,79,94,87,87,86,87,84,87,82,87,81,79,81,76,81,79,81,78,78,78,82
w_away,79,78,80,78,79,77,80,77,77,76,73,81,79,81,76,81,79,81,78,78,78,82
w_away,76,76,79,76,79,76,74,74,75,74,73,81,79,81,76,81,79,81,78,78,78,82
w_away,78,76,77,74,77,76,77,73,76,73,66,81,79,81,76,81,79,81,78,78,78,82
draw,82,77,81,79,79,79,79,78,76,78,82,81,79,81,76,81,79,81,78,78,78,82
w_away,78,76,77,77,76,78,76,76,75,74,78,81,79,81,76,81,79,81,78,78,78,82
w_home,77,74,77,75,77,75,77,76,74,76,75,81,79,81,76,81,79,81,78,78,78,82
w_home,80,80,79,78,80,79,79,76,77,76,82,81,79,81,76,81,79,81,78,78,78,82
w_home,79,78,78,81,78,80,77,76,75,78,77,81,79,81,76,81,79,81,78,78,78,82
w_away,74,74,75,75,75,74,77,73,79,74,77,81,79,81,76,81,79,81,78,78,78,82
w_away,94,88,90,89,86,84,90,85,87,84,85,81,79,81,76,81,79,81,78,78,78,82
w_home,82,76,82,82,80,78,82,79,79,80,84,81,79,81,76,81,79,81,78,78,78,82
draw,88,85,85,84,83,64,88,83,86,82,89,81,79,81,76,81,79,81,78,78,78,82
w_home,82,81,84,81,80,78,83,81,80,78,81,74,74,75,75,78,79,76,75,76,75,76
w_home,78,84,81,80,77,77,80,77,78,80,78,74,74,75,75,78,79,76,75,76,75,76
w_home,79,72,78,76,77,70,77,76,76,76,76,74,74,75,75,78,79,76,75,76,75,76
w_home,80,76,83,83,81,81,80,79,79,79,81,74,74,75,75,78,79,76,75,76,75,76
w_home,84,81,81,79,80,79,82,78,78,80,82,74,74,75,75,78,79,76,75,76,75,76
w_home,92,79,94,87,87,86,87,84,87,82,87,74,74,75,75,78,79,76,75,76,75,76
w_home,79,78,80,78,79,77,80,77,77,76,73,74,74,75,75,78,79,76,75,76,75,76
draw,76,76,79,76,79,76,74,74,75,74,73,74,74,75,75,78,79,76,75,76,75,76
w_away,78,76,77,74,77,76,77,73,76,73,66,74,74,75,75,78,79,76,75,76,75,76
w_home,82,77,81,79,79,79,79,78,76,78,82,74,74,75,75,78,79,76,75,76,75,76
w_home,81,79,81,76,81,79,81,78,78,78,82,74,74,75,75,78,79,76,75,76,75,76
draw,78,76,77,77,76,78,76,76,75,74,78,74,74,75,75,78,79,76,75,76,75,76
w_away,77,74,77,75,77,75,77,76,74,76,75,74,74,75,75,78,79,76,75,76,75,76
w_away,80,80,79,78,80,79,79,76,77,76,82,74,74,75,75,78,79,76,75,76,75,76
w_home,79,78,78,81,78,80,77,76,75,78,77,74,74,75,75,78,79,76,75,76,75,76
draw,74,74,75,75,75,74,77,73,79,74,77,74,74,75,75,78,79,76,75,76,75,76
w_home,94,88,90,89,86,84,90,85,87,84,85,74,74,75,75,78,79,76,75,76,75,76
w_home,82,76,82,82,80,78,82,79,79,80,84,74,74,75,75,78,79,76,75,76,75,76
w_home,88,85,85,84,83,64,88,83,86,82,89,74,74,75,75,78,79,76,75,76,75,76
w_home,92,79,94,87,87,86,87,84,87,82,87,83,77,82,83,80,82,81,81,79,78,83
w_home,90,83,89,86,84,83,89,85,86,84,89,83,77,82,83,80,82,81,81,79,78,83
draw,81,76,80,78,79,74,77,77,78,77,79,76,76,75,75,74,73,75,72,75,71,79
w_away,78,75,83,82,82,81,83,80,80,78,82,76,76,75,75,74,73,75,72,75,71,79
draw,80,84,79,78,78,78,76,76,75,79,77,76,76,75,75,74,73,75,72,75,71,79
w_away,81,80,81,80,81,73,79,78,78,77,83,76,76,75,75,74,73,75,72,75,71,79
w_home,91,84,94,89,86,82,88,87,87,84,89,76,76,75,75,74,73,75,72,75,71,79
w_away,80,79,80,78,78,79,77,77,78,77,80,76,76,75,75,74,73,75,72,75,71,79
w_away,78,74,76,75,76,76,75,74,74,74,73,76,76,75,75,74,73,75,72,75,71,79
w_home,86,86,91,89,87,84,90,86,83,85,88,76,76,75,75,74,73,75,72,75,71,79
draw,83,80,85,81,83,80,82,82,80,77,84,76,76,75,75,74,73,75,72,75,71,79
draw,82,81,82,81,80,75,80,79,77,78,79,76,76,75,75,74,73,75,72,75,71,79
draw,79,79,77,77,74,76,81,77,80,78,79,76,76,75,75,74,73,75,72,75,71,79
w_home,75,77,76,76,73,74,76,75,75,74,77,76,76,75,75,74,73,75,72,75,71,79
draw,77,77,77,78,78,80,77,77,76,75,80,76,76,75,75,74,73,75,72,75,71,79
w_home,84,89,85,85,83,81,90,84,85,83,91,76,76,75,75,74,73,75,72,75,71,79
w_home,80,77,79,78,76,76,79,78,77,76,80,76,76,75,75,74,73,75,72,75,71,79
w_home,82,83,84,79,83,81,81,79,79,78,80,76,76,75,75,74,73,75,72,75,71,79
w_home,79,76,79,75,77,81,76,75,76,75,75,76,76,75,75,74,73,75,72,75,71,79
w_home,75,75,73,75,73,73,73,73,73,74,70,76,76,75,75,74,73,75,72,75,71,79
w_away,82,77,79,84,80,76,77,76,77,76,81,76,76,75,75,74,73,75,72,75,71,79
w_away,81,76,80,78,79,74,77,77,78,77,79,86,86,91,89,87,84,90,86,83,85,88
w_away,78,75,83,82,82,81,83,80,80,78,82,86,86,91,89,87,84,90,86,83,85,88
w_away,80,84,79,78,78,78,76,76,75,79,77,86,86,91,89,87,84,90,86,83,85,88
draw,81,80,81,80,81,73,79,78,78,77,83,86,86,91,89,87,84,90,86,83,85,88
w_home,91,84,94,89,86,82,88,87,87,84,89,86,86,91,89,87,84,90,86,83,85,88
w_home,80,79,80,78,78,79,77,77,78,77,80,86,86,91,89,87,84,90,86,83,85,88
w_home,78,74,76,75,76,76,75,74,74,74,73,86,86,91,89,87,84,90,86,83,85,88
w_home,83,80,85,81,83,80,82,82,80,77,84,86,86,91,89,87,84,90,86,83,85,88
draw,82,81,82,81,80,75,80,79,77,78,79,86,86,91,89,87,84,90,86,83,85,88
draw,79,79,77,77,74,76,81,77,80,78,79,86,86,91,89,87,84,90,86,83,85,88
draw,75,77,76,76,73,74,76,75,75,74,77,86,86,91,89,87,84,90,86,83,85,88
w_home,77,77,77,78,78,80,77,77,76,75,80,86,86,91,89,87,84,90,86,83,85,88
w_away,84,89,85,85,83,81,90,84,85,83,91,86,86,91,89,87,84,90,86,83,85,88
w_away,76,76,75,75,74,73,75,72,75,71,79,86,86,91,89,87,84,90,86,83,85,88
